Commune,Region,Departement,Nom_monument,Siecle,Latitude,Longitude;
Saint-Agathon,Bretagne,Cotes-d'Armor,Groupe de cinq steles gauloises,Age du fer,48.5575777691, -3.0912113886;
Saint-Gilles-Pligeaux,Bretagne,Cotes-d'Armor,Tumulus de Colleredo,Age du bronze,48.3656938021, -3.10431292022;
Quessoy,Bretagne,Cotes-d'Armor,Souterrain protohistorique de la ville Grohan,Age du fer,48.4417234931, -2.67580450898;
Glomel,Bretagne,Cotes-d'Armor,Tumulus de Goachauter,Age du bronze,48.2084763401, -3.43073965995;
Saint-Gildas,Bretagne,Cotes-d'Armor,Trois tumulus de Keranhouet,Age du bronze,48.4057883993, -3.01685863022;
Pleven,Bretagne,Cotes-d'Armor,Mottes feodales dites Les Bourgs Heusas,Haut Moyen Age,48.4849867493, -2.31356519802;
Carnoet,Bretagne,Cotes-d'Armor,Trois tumulus de Trelan,Age du bronze,48.3245492956, -3.54632547235;
Treffrin,Bretagne,Cotes-d'Armor,Pont gaulois dit de Sainte-Catherine (egalement sur commune de Plounevezel dans le Finistere),3e siecle,48.2996186815, -3.55223190703 dans le Finistere),3e siecle,48.2996186815, -3.55223190703;
Lanrivoare,Bretagne,Finistere,Tumulus,Age du bronze,48.4693594793, -4.63890503132;
Plomeur,Bretagne,Finistere,Tertre de la ferme de Saint-Urnel avec les megalithes qui l'entourent,Haut Moyen Age,47.8490883932, -4.33157885528;
Plogonnec,Bretagne,Finistere,Tumulus de Kernescop,Age du bronze,48.0744582042, -4.228517379;
Plounevezel,Bretagne,Finistere,Pont gaulois dit de Sainte-Catherine (egalement sur commune de Treffin dans les Cotes-d'Armor),3e siecle,48.313254, -3.567925 dans les Cotes-d'Armor),3e siecle,48.313254, -3.567925;
Lanrivoare,Bretagne,Finistere,Tumulus,Age du bronze,48.4808464901, -4.61733137474;
Guilers,Bretagne,Finistere,Quatre tumulus de Kerebars,Age du bronze,48.4268970856, -4.57136391783;
Roscoff,Bretagne,Finistere,Maison dite de Marie Stuart,1er siecle,48.7259954654, -3.983529561;
Guipronvel,Bretagne,Finistere,Tumulus,Age du bronze,48.5063367668, -4.58199186042;
Plougasnou,Bretagne,Finistere,Lec'h de Kermouster,Age du fer,48.6472711424, -3.80478787708;
Plougasnou,Bretagne,Finistere,Lec'h de Kermenhir ou Keraminir,Age du fer,48.702699307, -3.80410118217;
Lanmeur,Bretagne,Finistere,Tumulus dit Tossen-ar-C'honifled,Age du bronze,48.6269916618, -3.70742617674;
Carhaix-Plouguer,Bretagne,Finistere,Aqueduc romain,1er siecle,48.2797474939, -3.56840114933;
Douarnenez,Bretagne,Finistere,Temple celto-romain du type fanum denomme Temple de Trogouzel,1er siecle,48.0753148829, -4.31446385873 denomme Temple de Trogouzel,1er siecle,48.0753148829, -4.31446385873;
Loperhet,Bretagne,Finistere,Tumulus du Roc'hellou,Age du bronze,48.3691213074, -4.30612008395;
Kersaint-Plabennec,Bretagne,Finistere,Tumulus de Goarem-an-Dorguenn,Age du bronze,48.4590788654, -4.36318568987;
Tregunc,Bretagne,Finistere,Stele protohistorique christianisee,Age du fer,47.8174388559, -3.81141107427;
Plourin,Bretagne,Finistere,Tumulus,Age du bronze,48.5093593276, -4.68172235305;
Plouegat-Guerand,Bretagne,Finistere,Tumulus,Age du bronze,48.6113144618, -3.6687846003;
La Feuillee,Bretagne,Finistere,Groupe de tumulus de l'age du Bronze de Kerelcun,Age du bronze,48.3905919444, -3.82043611149;
Landivisiau,Bretagne,Finistere,Stele,Age du fer,48.5103563555, -4.0730769536;
Kergloff,Bretagne,Finistere,Cinq tumuli,Age du bronze,48.2965936131, -3.64913433858;
Plougoulm,Bretagne,Finistere,Stele christianisee dite Kroaz-Mean,Age du fer,48.6526568663, -4.03983275603;
Loperhet,Bretagne,Finistere,Tumulus,Age du bronze,48.4009503276, -4.31944013287;
La Foret-Fouesnant,Bretagne,Finistere,Stele protohistorique de Locamand,Age du fer,47.9137532437, -3.97066079259;
Plogonnec,Bretagne,Finistere,Tumulus,Age du bronze,48.071239788, -4.18337725914;
Tregunc,Bretagne,Finistere,Deux steles protohistoriques,Age du fer,47.8056700751, -3.83304534738;
Cleden-Cap-Sizun,Bretagne,Finistere,Oppidum gaulois,1er siecle,48.064273495, -4.68905161935;
Treffiagat,Bretagne,Finistere,Stele protohistorique,Age du fer,47.8100087959, -4.2630009094;
Tregunc,Bretagne,Finistere,Stele protohistorique de Kerdalle,Age du fer,47.8236364724, -3.87539621083;
Beuzec-Cap-Sizun,Bretagne,Finistere,Oppidum gaulois de Castel-Coz,1er siecle,48.0884277388, -4.52034126134;
Nevez,Bretagne,Finistere,Stele protohistorique,Age du fer,47.8195428785, -3.79211049391;
Cleder,Bretagne,Finistere,Stele gauloise,Age du fer,48.6613837598, -4.14071779699;
Ganties,Occitanie,Haute-Garonne,Galeries et grottes dites Souterrain de Houantaou (egalement sur commune de Montespan),Paleolithique superieur,43.064412, 0.835437;
Marsoulas,Occitanie,Haute-Garonne,Grotte,Paleolithique superieur,43.105714, 0.996673;
Beaucaire,Occitanie,Gard,Fragment de base de borne milliaire,Haut-Empire,43.8160897017, 4.59938543107;
Nimes,Occitanie,Gard,Tour Magne,Age du fer 2,43.843054436, 4.34947164461;
Aigueze,Occitanie,Gard,Grotte Chabot,Paleolithique superieur,44.3202828921, 4.54268164102;
Saint-Hippolyte-du-Fort,Occitanie,Gard,Dolmen de la Galaberte,Neolithique recent,43.9669728753, 3.87293112474;
Beaucaire,Occitanie,Gard,Site archeologique de Saint-Roman d'Aiguille (egalement sur commune de Comps),9e siecle,43.8352928138, 4.61106439039;
Lussan,Occitanie,Gard,Menhir de la Pierre Plantee,Chalcolithique,44.1929921795, 4.39443426962;
Manduel,Occitanie,Gard,Borne milliaire d'Antonin-le-Pieux,2e siecle,43.8188281039, 4.47369250124;
Aigueze,Occitanie,Gard,Grotte aux points,Paleolithique,44.3354735774, 4.48660504441;
Sainte-Anastasie,Occitanie,Gard,Oppidum de Castelvielh,Age du fer 2,43.9231751982, 4.32569630516;
Nimes,Occitanie,Gard,Porte d'Arles dite d'Auguste,Haut-Empire,43.8394551437, 4.36316027187;
Saint-Dionizy,Occitanie,Gard,Oppidum de Roque de Viou (egalement sur commune de Nages-et-Solorgues),Age du fer 2,43.7976679258, 4.2233597455;
Nimes,Occitanie,Gard,Porte d'Espagne dite de France,Haut-Empire,43.8326755849, 4.35777416642;
Nimes,Occitanie,Gard,Amphitheatre ou Arenes,Haut-Empire,43.8348910812, 4.35962455276;
Collias,Occitanie,Gard,Grotte des Colonnes,Paleolithique moyen,43.9468419344, 4.49312995646;
Gaujac,Occitanie,Gard,Oppidum preromain et gallo-romain,Age du fer 2,44.0782521727, 4.56004047309;
Uchaud,Occitanie,Gard,Colonne milliaire au nom d'Antonin le Pieux,2e siecle,43.7611642088, 4.27387908159;
Saint-Come-et-Maruejols,Occitanie,Gard,Oppidum de Mauressip ou Mouressipe,Age du fer 2,43.8306826386, 4.18914414543;
Aigues-Vives,Occitanie,Gard,Parcelle contenant des vestiges archeologiques,Haut-Empire,43.7215646536, 4.20808409037;
Villeseque-des-Corbieres,Occitanie,Aude,Chapelle de Gleon,9e siecle,43.0394740858, 2.85873972523;
Pepieux,Occitanie,Aude,Dolmen des Fades ou Palet de Roland,Chalcolithique,43.3129536727, 2.68031013864;
Laure-Minervois,Occitanie,Aude,Monument megalithique dit Allee couverte de Saint-Eugene sur le domaine de Russol,Chalcolithique,43.2976143357, 2.52531383649 dit Allee couverte de Saint-Eugene sur le domaine de Russol,Chalcolithique,43.2976143357, 2.52531383649;
Carcassonne,Occitanie,Aude,Cite de Carcassonne,5e siecle,43.2064207098, 2.36556718855;
Sigean,Occitanie,Aude,Vestiges de l'oppidum de Pech de Maho,Age du fer 1,43.0461872015, 2.95631880335;
Villeneuve-Minervois,Occitanie,Aude,Dolmen de la Jagantiere ou Palet de Roland,Neolithique recent,43.3393686451, 2.48250562492;
Montferrand,Occitanie,Aude,Parcelle contenant des vestiges archeologiques,Haut Moyen Age,43.360514958, 1.81769456383;
Salleles-Cabardes,Occitanie,Aude,Grotte dite du Gazel ou des Marronniers,Paleolithique superieur,43.3260159918, 2.42127299491;
Narbonne,Occitanie,Aude,Oppidum de Montlaures,Age du fer,43.218376758, 2.98367091501;
Millau,Occitanie,Aveyron,Site archeologique du dolmen 3 de Saint-Martin-du-Larzac,Age du bronze ancien,44.0771045339, 3.16890137395;
Le Monastere,Occitanie,Aveyron,Abbaye benedictine Saint-Sernin,9e siecle,44.3430061872, 2.57631381914;
Millau,Occitanie,Aveyron,Site archeologique de la Graufesenque,Age du fer,44.0976346065, 3.09441194306;
Muret-le-Chateau,Occitanie,Aveyron,Site archeologique du dolmen de la Vitarelle III,Neolithique recent,44.4801399651, 2.56094034138;
Lagrave,Occitanie,Tarn,Site archeologique de Sainte-Sigolene,9e siecle,43.9027940407, 1.98752187119;
Saint-Cere,Occitanie,Lot,Eglise et sa crypte de Sainte-Sperie,9e siecle,44.8596557555, 1.89036027179;
Saint-Sulpice,Occitanie,Lot,Site archeologique du dolmen du Rat,Neolithique recent,44.5811093886, 1.78216978724;
Sauliac-sur-Cele,Occitanie,Lot,Dolmen de la Pierre Levee du Cloup Prioun,Neolithique recent,44.5047737468, 1.68759639652;
Gramat,Occitanie,Lot,Dolmen de Pech de Grammont,Neolithique recent,44.7851290487, 1.67064025851;
Espagnac-Sainte-Eulalie,Occitanie,Lot,Site archeologique de la grotte de Sainte-Eulalie,Paleolithique,44.5940196064, 1.87297444137;
Bouzies,Occitanie,Lot,Grotte Carriot,Paleolithique,44.4822866799, 1.64800870562;
Luzech,Occitanie,Lot,Portions de l'oppidum,Age du fer 2,44.4876500367, 1.28242958643;
Saint-Cirq-Lapopie,Occitanie,Lot,Grotte du Moulin,Paleolithique,44.4731955994, 1.64806825103;
Marcilhac-sur-Cele,Occitanie,Lot,Site archeologique du dolmen de Combe de Saule nÂ° 2,Neolithique recent,44.540195388, 1.81442740331;
Saint-Gery,Occitanie,Lot,Site archeologique de la grotte de la Bigourdane,Paleolithique,44.479600038, 1.57605587346;
Cahors,Occitanie,Lot,Arc de Diane et ses abords,1er siecle,44.4510871976, 1.43699093048;
Miers,Occitanie,Lot,Site archeologique du dolmen des Barrieres nÂ° 3,Neolithique recent,44.8688010827, 1.68365725442;
Blars,Occitanie,Lot,Site archeologique de la grotte du Cuzoul des Brasconnies,Age du fer,44.578165564, 1.74420963198;
Cambes,Occitanie,Lot,Site archeologique du dolmen de Pierre Levee,Neolithique recent,44.6256269787, 1.9066118124;
Frayssinet-le-Gelat,Occitanie,Lot,Site archeologique des grottes de Combe Negre,Paleolithique,44.5873247185, 1.13569869473;
Cabrerets,Occitanie,Lot,Site archeologique de la grotte du Cantal,Paleolithique,44.5068037699, 1.66235789963;
Estagel,Occitanie,Pyrenees-Orientales,Ancien cimetiere wisigothique,Haut Moyen Age,42.7671407416, 2.69277799134;
Amelie-les-Bains-Palalda,Occitanie,Pyrenees-Orientales,Vestiges des thermes romains,1er siecle,42.4700250644, 2.66780759518;
Perpignan,Occitanie,Pyrenees-Orientales,Oppidum gallo-romain de Ruscino,Age du fer 1,42.709597399, 2.94666808759;
Campome,Occitanie,Pyrenees-Orientales,Rocher grave de Fornols,Paleolithique,42.6361218494, 2.37944737594;
Collioure,Occitanie,Pyrenees-Orientales,Fort Saint-Elme,8e siecle,42.5186379775, 3.09399532055;
Saint-Hippolyte,Occitanie,Pyrenees-Orientales,Colonne milliaire,1er siecle,42.784611417, 2.96718539778;
Bruniquel,Occitanie,Tarn-et-Garonne,Site archeologique de la grotte de Mayriere Superieure,Paleolithique,44.0401213749, 1.68330311856;
Bruniquel,Occitanie,Tarn-et-Garonne,Site archeologique des quatre abris sous roche du chateau de Bruniquel,Paleolithique,44.0605656337, 1.66388018354;
Bruniquel,Occitanie,Tarn-et-Garonne,Site archeologique de la grotte de Bruniquel,Paleolithique,44.062916, 1.678184;
Moissac,Occitanie,Tarn-et-Garonne,Eglise Saint-Martin,3e siecle,44.1017155027, 1.0753311323;
Auch,Occitanie,Gers,Enceinte de ville,Bas-Empire,43.647692, 0.587216;
Lanuejols,Occitanie,Lozere,Monument dit Le Tombeau romain,3e siecle,44.500028862, 3.57139061668;
Luc,Occitanie,Lozere,Ruines du chateau,6e siecle,44.652152815, 3.88909769566;
Massat,Occitanie,Ariege,Grotte ornee paleolithique,Paleolithique superieur,42.8957253757, 1.32501451858;
Niaux,Occitanie,Ariege,Grotte de la Calbiere dite Grotte de Niaux,Paleolithique superieur,42.8213479559, 1.59359570846;
Le Mas-d'Azil,Occitanie,Ariege,Grotte du Mas-d'Azil,Paleolithique superieur,43.0688215638, 1.35571666395;
Loubens,Occitanie,Ariege,Grotte ornee du Portel,Paleolithique superieur,43.028924672, 1.54623772641;
Prat-Bonrepaux,Occitanie,Ariege,Site archeologique de la grotte de Mongautin,Paleolithique,43.0173022452, 1.02825498527;
Tarbes,Occitanie,Hautes-Pyrenees,Eglise Sainte-Therese ou des Carmes,1er siecle,43.231195, 0.08374;
Avezac-Prat-Lahitte,Occitanie,Hautes-Pyrenees,Tumulus,Age du bronze,43.065105, 0.327577;
Arne,Occitanie,Hautes-Pyrenees,Tumulus,Age du fer,43.186289, 0.494988;
Campistrous,Occitanie,Hautes-Pyrenees,Deux tumuli d'Arioules de Chourrine et trois tumuli dits Tres Puyos,Age du bronze,43.141214, 0.376414;
Fabregues,Occitanie,Herault,Vestiges de l'oppidum de la Roque,Age du fer,43.5560326232, 3.81121368828;
Cesseras,Occitanie,Herault,Vestiges de la chapelle de Saint-Salvy,Haut Moyen Age,43.3209821876, 2.72120357549;
Laroque,Occitanie,Herault,Grotte de la Vache,Paleolithique,43.9171694892, 3.73360349023;
Saint-Aunes,Occitanie,Herault,Borne milliaire,1er siecle,43.636546352, 3.96586314773;
Roujan,Occitanie,Herault,Chapelle Saint-Nazaire,9e siecle,43.4920969872, 3.31697948475;
Boisseron,Occitanie,Herault,Pont romain,Haut-Empire,43.7616949844, 4.08126965942;
Lodeve,Occitanie,Herault,Grotte fermee,Paleolithique,43.7065228858, 3.32814826203;
Saint-Mathieu-de-Treviers,Occitanie,Herault,Chateau du Lebous,Chalcolithique,43.7646721218, 3.85237183571;
Magalas,Occitanie,Herault,Oppidum,Age du fer 1,43.4755039257, 3.2294067205;
Argelliers,Occitanie,Herault,Vestiges de l'ancienne chapelle,7e siecle,43.6968899816, 3.72029211339;
Olonzac,Occitanie,Herault,Oppidum protohistorique,Age du fer 2,43.2573018989, 2.75568037192;
Isturits,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Site archeologique des grottes d'Isturits d'Oxocelhaya et d'Erberua (egalement sur commune de Saint-Martin-d'Arberoue),Paleolithique superieur,43.3539102973, -1.20808271733 d'Oxocelhaya et d'Erberua (egalement sur commune de Saint-Martin-d'Arberoue),Paleolithique superieur,43.3539102973, -1.20808271733;
Ossas-Suhare,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Grotte Sasisiloaga,Paleolithique superieur,43.138786, -0.890227;
Camou-Cihigue,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Grotte Etcheberriko-Kharbia,Paleolithique superieur,43.1232297243, -0.918017194493;
Itxassou,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Cromlechs de Meatse Meatseko-Biskarra Iuskadi Zelaiou ou Mendittipia,Age du fer,43.2742438222, -1.41531026951 Meatseko-Biskarra Iuskadi Zelaiou ou Mendittipia,Age du fer,43.2742438222, -1.41531026951; Zelaiou ou Mendittipia,Age du fer,43.2742438222, -1.41531026951
Arancou,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Grotte de Bourrouilla,Paleolithique,43.4405111072, -1.05448224277;
Bayonne,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Chateau-Vieux,2e siecle,43.4918520696, -1.4781613515;
Bilheres,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Cromlechs,Age du fer,43.0678155975, -0.446407232729;
Idaux-Mendy,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Camp protohistorique dit de Choykanteguia,Age du fer,43.1770905912, -0.935530241293 dit de Choykanteguia,Age du fer,43.1770905912, -0.935530241293;
Bayonne,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Fortifications,4e siecle,43.4896865119, -1.47931527532;
Lecumberry,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Cromlechs d'Ilarrita ou d'Okabe,Age du fer,43.0371727928, -1.10857154805;
Saint-Martin-d'Arberoue,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Site archeologique des grottes d'Isturits d'Oxocelhaya et d'Erberua,Paleolithique superieur,43.354133, -1.200515 d'Oxocelhaya et d'Erberua,Paleolithique superieur,43.354133, -1.200515;
Ascain,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Groupe de neuf cromlechs,Age du fer,43.3166569802, -1.6249485249;
Ascain,Nouvelle-Aquitaine,Pyrenees-Atlantiques,Pont sur la Nivelle dit Pont Romain,5e siecle,43.3502688821, -1.62190352275;
Saintes,Nouvelle-Aquitaine,Charente-Maritime,Rempart gallo-romain,Bas-Empire,45.745427655, -0.63091993271;
Saintes,Nouvelle-Aquitaine,Charente-Maritime,Castrum,4e siecle,45.7446207048, -0.637670967534;
Saintes,Nouvelle-Aquitaine,Charente-Maritime,Arc de Triomphe,1er siecle,45.7459291425, -0.628920285267;
Saint-Severin-sur-Boutonne,Nouvelle-Aquitaine,Charente-Maritime,Restes du camp romain,Chalcolithique,46.0784691963, -0.414419312331;
Saint-Romain-de-Benet,Nouvelle-Aquitaine,Charente-Maritime,Camp dit de Cesar,1er siecle,45.6838139563, -0.887851725904;
Saintes,Nouvelle-Aquitaine,Charente-Maritime,Thermes de Saint-Saloine,Haut-Empire,45.750797934, -0.636407151656;
Valojoulx,Nouvelle-Aquitaine,Dordogne,Gisement de la Combe,Paleolithique,45.017653218, 1.15632176783;
Sourzac,Nouvelle-Aquitaine,Dordogne,Grotte de Las Agnelas ou de Gabillou,Paleolithique superieur,45.049262, 0.414224;
Le Bugue,Nouvelle-Aquitaine,Dordogne,Grotte de Bara-Bahau,Paleolithique superieur,44.923762, 0.921584;
Saint-Cirq,Nouvelle-Aquitaine,Dordogne,Grotte ornee de gravures prehistoriques dite aussi Grotte du Sorcier,Paleolithique superieur,44.925657, 0.972185 dite aussi Grotte du Sorcier,Paleolithique superieur,44.925657, 0.972185;
Meyrals,Nouvelle-Aquitaine,Dordogne,Grotte dite Sous le Grand Lac,Paleolithique superieur,44.9274235458, 1.072104367;
Bourdeilles,Nouvelle-Aquitaine,Dordogne,Site de la grotte prehistorique des Bernoux,Paleolithique,45.318206, 0.570742;
Vieux-Mareuil,Nouvelle-Aquitaine,Dordogne,Grotte prehistorique dite de Fronsac,Paleolithique,45.431017, 0.499485;
Tursac,Nouvelle-Aquitaine,Dordogne,Gisement prehistorique de Liveyre,Paleolithique superieur,44.959221576, 1.02676324375;
Cenac-et-Saint-Julien,Nouvelle-Aquitaine,Dordogne,Falaise du Conte,Paleolithique,44.8083472265, 1.16009677315;
Marquay,Nouvelle-Aquitaine,Dordogne,Grotte de Puymartin,Paleolithique,44.9110709824, 1.14516632108;
Sergeac,Nouvelle-Aquitaine,Dordogne,Abri sous roche (abri Reverdit),Paleolithique superieur,44.9991626052, 1.10102312202;
Domme,Nouvelle-Aquitaine,Dordogne,Grotte ornee dite du Pigeonnier,Paleolithique superieur,44.8116265196, 1.23076739534;
Villars,Nouvelle-Aquitaine,Dordogne,Grotte prehistorique du Cluzeau,Paleolithique superieur,45.420365, 0.756626;
Sarliac-sur-l'Isle,Nouvelle-Aquitaine,Dordogne,Grotte prehistorique de Combe Sauniere,Paleolithique,44.8862760323509, 1.4237811993716;
Tursac,Nouvelle-Aquitaine,Dordogne,Grotte de La Foret,Paleolithique superieur,44.9779907584, 1.05426890364;
Sergeac,Nouvelle-Aquitaine,Dordogne,Abri Castanet,Paleolithique superieur,44.999343385, 1.10149662427;
Sergeac,Nouvelle-Aquitaine,Dordogne,Abri Labattut,Paleolithique superieur,44.9996777903, 1.10055341715;
Saint-Martin-de-Fressengeas,Nouvelle-Aquitaine,Dordogne,Site de la grotte des Fraux,Age du bronze,45.459728, 0.838373;
Carsac-Aillac,Nouvelle-Aquitaine,Dordogne,Gisement prehistorique du Pech de la Boissiere,Paleolithique superieur,44.8547465805, 1.26134240366;
Tursac,Nouvelle-Aquitaine,Dordogne,Gisement pehistorique dit de la Maison Forte de Reignac,Paleolithique superieur,44.9796822025, 1.05504164635;
Castels,Nouvelle-Aquitaine,Dordogne,Gisement prehistorique du Roc Pointu,Paleolithique,44.8796871221, 1.09563843456;
Les Eyzies-de-Tayac-Sireuil,Nouvelle-Aquitaine,Dordogne,Grotte de la Croze,Paleolithique superieur,44.9432391032, 1.0066462482;
Tursac,Nouvelle-Aquitaine,Dordogne,Gisement prehistorique ou Abri du Facteur,Paleolithique superieur,44.9776292721, 1.05346584345;
Villac,Nouvelle-Aquitaine,Dordogne,Grotte prehistorique de la Sudrie,Paleolithique,45.1783244182, 1.25751690216;
Les Eyzies-de-Tayac-Sireuil,Nouvelle-Aquitaine,Dordogne,Grotte des Combarelles I,Paleolithique superieur,44.9429834283, 1.04221922627;
Marquay,Nouvelle-Aquitaine,Dordogne,Grotte prehistorique de la Greze,Paleolithique,44.9457967484, 1.09004743589;
Saint-Rabier,Nouvelle-Aquitaine,Dordogne,Site de la grotte du Peyrat,Paleolithique,45.1575509901, 1.14076833282;
Tursac,Nouvelle-Aquitaine,Dordogne,Gisement prehistorique du Ruth ou Abri Pages,Paleolithique superieur,44.9905125569, 1.05208793327;
Sergeac,Nouvelle-Aquitaine,Dordogne,Abri Blanchard,Paleolithique superieur,44.999817787, 1.10115214427;
Chancelade,Nouvelle-Aquitaine,Dordogne,Abri de Raymonden I,Paleolithique superieur,45.209907, 0.656225;
Vezac,Nouvelle-Aquitaine,Dordogne,Grotte du Roc,Paleolithique superieur,44.8359913875, 1.17230111902;
Les Eyzies-de-Tayac-Sireuil,Nouvelle-Aquitaine,Dordogne,Grotte,Age du bronze moyen,44.9335121589, 1.06600827843;
Les Eyzies-de-Tayac-Sireuil,Nouvelle-Aquitaine,Dordogne,Grotte de Font-de-Gaume (grotte du Sourd),Paleolithique moyen,44.9350962645, 1.02972296837;
Les Eyzies-de-Tayac-Sireuil,Nouvelle-Aquitaine,Dordogne,Grotte prehistorique de Nancy,Paleolithique,44.9330178131, 1.07296363972;
Montignac,Nouvelle-Aquitaine,Dordogne,Grotte de Lascaux,Paleolithique superieur,45.0521824243, 1.17030083513;
Meyrals,Nouvelle-Aquitaine,Dordogne,Grotte de Bernifal,Paleolithique superieur,44.9308717106, 1.06742063736;
Tursac,Nouvelle-Aquitaine,Dordogne,Gisement prehistorique dit Abri Cellier au Ruth,Paleolithique superieur,44.9921272358, 1.05390390863;
Tursac,Nouvelle-Aquitaine,Dordogne,Gisement prehistorique du Roc du Barbeau,Paleolithique superieur,44.9985757976, 1.04460395552;
Teyjat,Nouvelle-Aquitaine,Dordogne,Grotte dite de la Mairie,Paleolithique superieur,45.1285326312651, 1.30501204267006;
Tursac,Nouvelle-Aquitaine,Dordogne,Gisement prehistorique de la Madeleine,Paleolithique superieur,44.9681943791, 1.03061301631;
